排名,股票代码,最新价,昨收价,涨跌幅(%),竞价量,竞价额,买盘,卖盘,时间
337,002272.SZ,16.69,16.69,0.00,5528,9226200.00,393,232,09:26:17
338,600088.SH,19.65,20.01,-1.80,5514,10835000.00,35,850,09:26:17
339,300624.SZ,102.03,102.01,0.02,5505,56167500.00,635,28,09:26:17
340,601166.SH,18.89,18.82,0.37,5504,10397100.00,41,3194,09:26:16
341,002578.SZ,4.34,4.33,0.23,5491,2383100.00,2869,862,09:26:17
342,605066.SH,8.76,8.39,4.41,5483,4803100.00,213,3171,09:26:16
343,300570.SZ,135.01,137.46,-1.78,5442,73469700.00,277,138,09:26:17
344,300118.SZ,21.47,21.5,-0.14,5432,11662500.00,221,694,09:26:17
345,600048.SH,6.87,6.89,-0.29,5406,3713900.00,7657,3003,09:26:16
346,601006.SH,5.09,5.08,0.20,5401,2749100.00,113703,164726,09:26:16
347,002830.SZ,27.92,30.8,-9.35,5393,15057300.00,384,100,09:26:17
348,000069.SZ,2.72,2.73,-0.37,5378,1462800.00,33069,18132,09:26:17
349,002080.SZ,42.66,41.22,3.49,5374,22925500.00,187,96,09:26:17
350,601328.SH,6.83,6.82,0.15,5362,3662200.00,30359,21877,09:26:17
351,301217.SZ,31.91,30.79,3.64,5354,17084600.00,410,80,09:26:17
352,600930.SH,5.93,5.92,0.17,5351,3173100.00,25446,34863,09:26:17
353,600567.SH,1.65,1.65,0.00,5345,881900.00,471329,560757,09:26:17
354,601388.SH,3.99,4,-0.25,5334,2128300.00,3890,2078,09:26:16
355,601615.SH,24.46,24.49,-0.12,5323,13020100.00,1220,692,09:26:16
356,601727.SH,8.84,8.84,0.00,5304,4688700.00,1771,10116,09:26:17
357,600825.SH,7.140000000000001,7.22,-1.11,5300,3784200.00,1322,2121,09:26:16
358,002156.SZ,48,48.16,-0.33,5293,25406400.00,34,1664,09:26:17
359,000737.SZ,16.32,16.33,-0.06,5279,8615300.00,345,298,09:26:17
360,600256.SH,5.4,5.41,-0.18,5264,2842600.00,17730,10792,09:26:17
361,002193.SZ,7.23,7.12,1.54,5252,3797200.00,433,2891,09:26:17
362,000620.SZ,3.27,3.25,0.62,5236,1712200.00,9245,5074,09:26:17
363,601928.SH,10.28,10.4,-1.15,5206,5351800.00,1901,739,09:26:16
364,300098.SZ,6.31,6.25,0.96,5166,3259700.00,213,2151,09:26:17
365,601118.SH,6.82,6.77,0.74,5160,3519100.00,2020,1780,09:26:17
366,601801.SH,7.17,7.17,0.00,5148,3691100.00,1077,797,09:26:16
367,000665.SZ,5.72,5.83,-1.89,5141,2940700.00,12768,1271,09:26:17
368,300639.SZ,7.33,7.33,0.00,5137,3765400.00,432,883,09:26:17
369,600900.SH,26.58,26.57,0.04,5133,13643500.00,2239,5316,09:26:16
370,002385.SZ,4.02,4.02,0.00,5122,2059000.00,134071,142816,09:26:17
371,300449.SZ,7.96,8.02,-0.75,5116,4072300.00,595,424,09:26:17
372,300265.SZ,16.53,16.9,-2.19,5112,8450100.00,805,51,09:26:17
373,002848.SZ,12,11.96,0.33,5109,6130800.00,419,3724,09:26:17
374,300426.SZ,9.92,10.41,-4.71,5094,5053200.00,2782,326,09:26:17
375,600050.SH,4.87,4.87,0.00,5052,2460300.00,138035,136726,09:26:16
376,300292.SZ,5.01,5.02,-0.20,5024,2517000.00,5297,3420,09:26:17
377,300229.SZ,23.99,23.87,0.50,5007,12011800.00,82,809,09:26:17
378,603626.SH,27.58,27.26,1.17,4983,13743100.00,273,77,09:26:16
379,600640.SH,15,15.15,-0.99,4976,7464700.00,507,264,09:26:17
380,002215.SZ,12.2,12.2,0.00,4958,6048800.00,1064,1600,09:26:17
381,600089.SH,27.69,27.84,-0.54,4947,13698200.00,4460,36,09:26:17
382,000629.SZ,3.63,3.63,0.00,4919,1785600.00,15987,20520,09:26:17
383,603629.SH,52.39,51.93,0.89,4887,25603000.00,96,31,09:26:17
384,002146.SZ,1.67,1.67,0.00,4872,813600.00,170949,103352,09:26:17
385,600531.SH,16.5,16.6,-0.60,4870,8035500.00,660,91,09:26:16
386,688469.SH,7.47,7.48,-0.13,4845,3619400.00,2691,2430,09:26:17
387,601816.SH,5.02,5.01,0.20,4839,2429200.00,47328,109016,09:26:17
388,301029.SZ,29.31,29.57,-0.88,4822,14133300.00,232,116,09:26:17
389,002130.SZ,28.22,28.41,-0.67,4800,13545600.00,723,199,09:26:17
390,000078.SZ,3.7,3.73,-0.80,4780,1768600.00,9151,5612,09:26:17
391,000501.SZ,9.75,9.99,-2.40,4776,4656600.00,897,1566,09:26:17
392,600343.SH,36.03,36.11,-0.22,4756,17134800.00,215,30,09:26:16
393,001208.SZ,23.08,23.3,-0.94,4747,10956100.00,122,41,09:26:17
394,002296.SZ,14.48,14.12,2.55,4733,6853400.00,891,206,09:26:17
395,002537.SZ,9.25,9.35,-1.07,4707,4354000.00,4027,676,09:26:17
396,603138.SH,18.69,18.69,0.00,4676,8739400.00,3307,273,09:26:17
397,000564.SZ,2.33,2.34,-0.43,4672,1088600.00,311101,296870,09:26:17
398,000636.SZ,21.24,21.24,0.00,4668,9914800.00,415,3734,09:26:17
399,600188.SH,15.7,15.89,-1.20,4649,7298900.00,810,65,09:26:16
400,600243.SH,3.64,3.66,-0.55,4645,1690800.00,2659,563,09:26:17
401,300136.SZ,78.81,78.8,0.01,4642,36581600.00,292,156,09:26:17
402,002142.SZ,32,32.3,-0.93,4597,14710400.00,434,77,09:26:17
403,300002.SZ,12.43,12.54,-0.88,4586,5700400.00,954,2321,09:26:17
404,600708.SH,4.24,4.27,-0.70,4577,1940600.00,4358,247,09:26:17
405,002678.SZ,5.97,5.98,-0.17,4574,2730700.00,1418,179,09:26:17
406,300158.SZ,6.36,6.41,-0.78,4570,2906500.00,3264,135,09:26:17
407,600611.SH,5.9,5.87,0.51,4561,2691000.00,703,6561,09:26:16
408,600355.SH,1.24,1.31,-5.34,4556,564900.00,0,599021,09:26:17
409,002634.SZ,7.18,7.2,-0.28,4552,3268300.00,342,369,09:26:17
410,600673.SH,33.36,33.06,0.91,4552,15185500.00,51,556,09:26:17
411,600880.SH,6.28,6.35,-1.10,4542,2852400.00,1430,841,09:26:16
412,002470.SZ,2.06,2.06,0.00,4523,931700.00,68335,66627,09:26:17
413,002636.SZ,25.2,24.85,1.41,4514,11375300.00,773,249,09:26:17
414,600831.SH,4.66,4.67,-0.21,4507,2100300.00,1183,434,09:26:16
415,002083.SZ,11.72,11.69,0.26,4477,5247000.00,721,301,09:26:17
416,300284.SZ,7.640000000000001,7.48,2.14,4466,3412000.00,1022,1193,09:26:17
417,600208.SH,3.67,3.68,-0.27,4447,1632000.00,10520,18293,09:26:17
418,002031.SZ,7.850000000000001,7.89,-0.51,4447,3490900.00,2512,3824,09:26:17
419,002153.SZ,12.99,13,-0.08,4423,5745500.00,81,2974,09:26:17
420,600881.SH,1.83,1.83,0.00,4399,805000.00,69245,68416,09:26:16
421,600785.SH,20.43,20.47,-0.20,4391,8970800.00,594,1145,09:26:16
422,600219.SH,6.850000000000001,6.87,-0.29,4380,3000300.00,6214,8997,09:26:16
423,600150.SH,34.75,34.8,-0.14,4371,15189200.00,39,6466,09:26:17
424,603331.SH,17.7,18.35,-3.54,4367,7729600.00,635,34,09:26:17
425,600313.SH,7.37,7.43,-0.81,4366,3217700.00,5053,685,09:26:17
426,603887.SH,16.2,16.33,-0.80,4357,7058300.00,1287,966,09:26:17
427,000983.SZ,6.93,6.96,-0.43,4352,3015900.00,7217,6318,09:26:17
428,000977.SZ,62.2,62,0.32,4336,26969900.00,53,396,09:26:17
429,002339.SZ,12.7,12.64,0.47,4332,5501600.00,722,146,09:26:17
430,601162.SH,4.17,4.16,0.24,4324,1803100.00,54191,76493,09:26:16
431,002108.SZ,5.03,5.04,-0.20,4299,2162400.00,5558,396,09:26:17
432,002344.SZ,5.02,4.94,1.62,4290,2153600.00,4055,2089,09:26:17
433,000060.SZ,6.87,6.86,0.15,4284,2943100.00,2492,3955,09:26:17
434,603256.SH,63,60.55,4.05,4278,26951400.00,471,84,09:26:16
435,600015.SH,6.640000000000001,6.65,-0.15,4278,2840600.00,23205,17623,09:26:17
436,000021.SZ,28.4,28.69,-1.01,4271,12129600.00,1111,232,09:26:17
437,000738.SZ,27.36,27.86,-1.79,4267,11674500.00,249,408,09:26:17
438,300113.SZ,26.91,27.15,-0.88,4245,11423300.00,478,149,09:26:17
439,300480.SZ,28.32,27.95,1.32,4245,12021800.00,836,73,09:26:17
440,300026.SZ,3.72,3.7,0.54,4211,1566500.00,16471,15006,09:26:17
441,000751.SZ,5.57,5.57,0.00,4197,2337700.00,523,2868,09:26:17
442,300317.SZ,4.56,4.55,0.22,4184,1907900.00,1242,851,09:26:17
443,300139.SZ,58.07,58.08,-0.02,4182,24284900.00,101,338,09:26:17
444,300589.SZ,20.7,20.95,-1.19,4180,8652600.00,404,97,09:26:17
445,300189.SZ,7.350000000000001,7.38,-0.41,4156,3054700.00,2516,2628,09:26:17
446,601231.SH,37.51,37.8,-0.77,4150,15568100.00,586,78,09:26:16
447,002498.SZ,5.71,5.72,-0.17,4110,2346800.00,6471,891,09:26:17
448,300775.SZ,44.52,44.5,0.04,4099,18249000.00,650,46,09:26:17
449,300921.SZ,31,31.94,-2.94,4097,12700700.00,65,443,09:26:17
450,002119.SZ,22.95,23.05,-0.43,4090,9386600.00,275,106,09:26:17
451,002378.SZ,25,25.13,-0.52,4088,10220000.00,89,289,09:26:17
452,601999.SH,7.97,8.04,-0.87,4086,3256500.00,1285,863,09:26:16
453,002387.SZ,9.18,9.14,0.44,4084,3749100.00,439,714,09:26:17
454,300102.SZ,37.99,38.21,-0.58,4076,15484700.00,96,1370,09:26:17
455,601869.SH,208.08,211.48,-1.61,4068,84645500.00,160,41,09:26:17
456,603843.SH,5.46,5.52,-1.09,4060,2216800.00,734,2103,09:26:17
457,000850.SZ,5.65,5.61,0.71,4043,2284300.00,4772,804,09:26:17
458,600052.SH,4.82,4.82,0.00,4040,1947300.00,1409,676,09:26:17
459,002478.SZ,10.51,10.53,-0.19,4031,4236600.00,57,644,09:26:17
460,603172.SH,24.51,25.77,-4.89,4028,9872600.00,755,86,09:26:17
461,600489.SH,29.95,29.97,-0.07,4027,12060900.00,50,1310,09:26:16
462,600868.SH,4.07,4.09,-0.49,4026,1638600.00,3382,4266,09:26:16
463,300603.SZ,10.92,10.85,0.65,4000,4368000.00,791,674,09:26:17
464,601857.SH,10.77,10.76,0.09,3997,4304800.00,5000,2777,09:26:17
465,000798.SZ,11.79,11.93,-1.17,3990,4704200.00,5215,194,09:26:17
466,000338.SZ,25.64,25.89,-0.97,3966,10168800.00,295,822,09:26:17
467,601728.SH,5.75,5.75,0.00,3962,2278200.00,25675,69026,09:26:16
468,603381.SH,27.13,27.18,-0.18,3962,10748900.00,1357,155,09:26:17
469,301052.SZ,44,44.92,-2.05,3959,17419600.00,445,174,09:26:17
470,300016.SZ,10.38,10.57,-1.80,3952,4102200.00,635,1632,09:26:17
471,300493.SZ,20.3,20.61,-1.50,3933,7984000.00,283,494,09:26:17
472,601918.SH,7.29,7.34,-0.68,3931,2865700.00,2342,1736,09:26:17
473,002639.SZ,20.32,20.3,0.10,3920,7965400.00,1017,248,09:26:17
474,600828.SH,6.890000000000001,6.8,1.32,3901,2687800.00,321,829,09:26:16
475,600606.SH,1.69,1.69,0.00,3894,658100.00,181618,116005,09:26:17
476,600345.SH,42.5,43.76,-2.88,3877,16477300.00,425,110,09:26:16
477,002736.SZ,12.53,12.44,0.72,3863,4840300.00,522,3216,09:26:17
478,603005.SH,32.28,32.16,0.37,3857,12450400.00,555,362,09:26:16
479,600185.SH,7.96,7.97,-0.13,3835,3052700.00,884,1402,09:26:16
480,605366.SH,8.28,8.36,-0.96,3835,3175400.00,889,1078,09:26:16
481,000897.SZ,2.29,2.28,0.44,3813,873200.00,58822,55497,09:26:17
482,300384.SZ,18.77,18.77,0.00,3811,7153200.00,855,179,09:26:17
483,603021.SH,5.96,5.99,-0.50,3809,2269900.00,2448,2566,09:26:16
484,003035.SZ,6.8,6.87,-1.02,3781,2571100.00,1278,3896,09:26:17
485,300927.SZ,36.36,36.8,-1.20,3763,13682300.00,76,60,09:26:17
486,600693.SH,14.8,14.91,-0.74,3735,5527800.00,2446,113,09:26:16
487,603212.SH,17.5,17.64,-0.79,3730,6527500.00,221,250,09:26:16
488,300429.SZ,14.96,14.93,0.20,3698,5532200.00,576,128,09:26:17
489,002202.SZ,25.65,25.67,-0.08,3689,9462300.00,87,1872,09:26:17
490,600839.SH,9.82,9.78,0.41,3679,3612800.00,1977,3328,09:26:17
491,603077.SH,2.45,2.45,0.00,3669,898900.00,54364,36374,09:26:17
492,002183.SZ,5.18,5.2,-0.38,3666,1899000.00,3005,1045,09:26:17
493,003816.SZ,3.91,3.9,0.26,3657,1429900.00,91487,87240,09:26:17
494,002547.SZ,4.06,4.08,-0.49,3656,1484300.00,763,1340,09:26:17
495,000826.SZ,2.31,2.32,-0.43,3647,842500.00,9852,6817,09:26:17
496,300948.SZ,21.73,21.91,-0.82,3618,7861900.00,52,186,09:26:17
497,600549.SH,57.8,57.7,0.17,3612,20877400.00,224,723,09:26:16
498,601985.SH,8.61,8.61,0.00,3601,3100500.00,11005,16325,09:26:17
499,603284.SH,53.59,58.93,-9.06,3600,19291300.00,174,102,09:26:17
500,002137.SZ,9.56,9.63,-0.73,3596,3437800.00,587,372,09:26:17
501,688816.SH,100,55.95,78.73,3588,35879300.00,753,12,09:26:16
502,600362.SH,55.45,55.6,-0.27,3582,19862200.00,289,36,09:26:16
503,300303.SZ,7.32,7.33,-0.14,3566,2610300.00,1820,2819,09:26:17
504,000669.SZ,3.39,3.23,4.95,3552,1204100.00,395406,0,09:26:17
505,002728.SZ,12.91,12.97,-0.46,3543,4574000.00,3490,476,09:26:17
506,002169.SZ,13.25,13.33,-0.60,3540,4690500.00,419,366,09:26:17
507,300345.SZ,8.01,8.18,-2.08,3540,2835500.00,983,866,09:26:17
508,600149.SH,6.12,6.13,-0.16,3528,2159100.00,986,1810,09:26:17
509,600111.SH,53.39,53.62,-0.43,3515,18766400.00,47,568,09:26:16
510,002792.SZ,47.91,47.94,-0.06,3500,16766100.00,317,234,09:26:17
511,600844.SH,3.19,3.21,-0.62,3484,1111400.00,2781,8118,09:26:16
512,300805.SZ,14.54,14.83,-1.96,3482,5062800.00,968,43,09:26:17
513,300300.SZ,13.1,12.96,1.08,3470,4545700.00,1224,280,09:26:17
514,000980.SZ,3.08,3.07,0.33,3460,1065700.00,6117,12708,09:26:17
515,600036.SH,39.36,39.34,0.05,3453,13591000.00,1488,800,09:26:16
516,300263.SZ,11.71,11.7,0.09,3444,4033400.00,192,693,09:26:17
517,000657.SZ,48.04,47.61,0.90,3436,16506500.00,624,738,09:26:17
518,002024.SZ,1.59,1.59,0.00,3418,543500.00,78499,72140,09:26:17
519,600732.SH,14.86,14.76,0.68,3406,5061300.00,732,662,09:26:16
520,600381.SH,3.25,3.3,-1.52,3394,1103100.00,4467,212,09:26:16
521,688158.SH,35.49,35.71,-0.62,3382,12004200.00,275,111,09:26:16
522,601880.SH,1.65,1.64,0.61,3378,557400.00,611565,525196,09:26:17
523,601222.SH,6.21,6.2,0.16,3377,2097100.00,2396,523,09:26:16
524,000031.SZ,3.57,3.53,1.13,3372,1203800.00,1449,5884,09:26:17
525,601866.SH,2.67,2.68,-0.37,3358,896600.00,126676,140553,09:26:16
526,000825.SZ,4.92,4.9,0.41,3355,1650700.00,4043,6342,09:26:17
527,600115.SH,6.32,6.32,0.00,3352,2118500.00,1102,1968,09:26:16
528,000875.SZ,6.7,6.7,0.00,3333,2233100.00,682,1472,09:26:17
529,600121.SH,4.36,4.39,-0.68,3330,1451900.00,7918,1859,09:26:16
530,688143.SH,64.18,64.86,-1.05,3310,21244400.00,297,331,09:26:17
531,600322.SH,2.47,2.48,-0.40,3292,813100.00,13672,12028,09:26:16
532,600649.SH,5.31,5.32,-0.19,3291,1747500.00,523,3756,09:26:16
533,002230.SZ,56.51,56.86,-0.62,3291,18597400.00,272,53,09:26:17
534,601099.SH,4.2,4.19,0.24,3289,1381400.00,37181,56471,09:26:17
535,002689.SZ,4.11,4.07,0.98,3282,1348900.00,2576,1218,09:26:17
536,600479.SH,11.11,10.97,1.28,3275,3638500.00,523,404,09:26:16
537,000506.SZ,19.36,19.36,0.00,3269,6328800.00,73,792,09:26:17
538,601515.SH,4.67,4.68,-0.21,3263,1523800.00,10085,1525,09:26:16
539,002388.SZ,5.71,5.7,0.18,3257,1859700.00,227,702,09:26:17
540,002159.SZ,18.03,18.37,-1.85,3239,5839900.00,362,91,09:26:17
541,300654.SZ,13.4,13.49,-0.67,3218,4312100.00,139,662,09:26:17
542,600276.SH,58.4,58.4,0.00,3216,18781400.00,497,43,09:26:17
543,000676.SZ,9.75,9.85,-1.02,3211,3130700.00,670,1977,09:26:17
544,002197.SZ,9.200000000000001,9.24,-0.43,3209,2952300.00,907,1234,09:26:17
545,300987.SZ,22.59,22.96,-1.61,3209,7249100.00,181,52,09:26:17
546,601900.SH,15.47,15.43,0.26,3201,4951900.00,1733,317,09:26:17
547,001288.SZ,37.5,37.17,0.89,3197,11990600.00,66,730,09:26:17
548,300264.SZ,8.75,8.79,-0.46,3193,2793900.00,456,1889,09:26:17
549,300494.SZ,14.5,14.68,-1.23,3178,4608100.00,57,1383,09:26:17
550,600797.SH,10.75,10.82,-0.65,3165,3402400.00,1229,613,09:26:16
551,002426.SZ,4.05,4.05,0.00,3153,1277000.00,3970,6584,09:26:17
552,300241.SZ,6.24,6.27,-0.48,3151,1966200.00,2992,587,09:26:17
553,000719.SZ,13.45,13.63,-1.32,3138,4220600.00,74,1262,09:26:17
554,300047.SZ,13.88,14.07,-1.35,3138,4355500.00,986,466,09:26:17
555,000723.SZ,4.92,4.93,-0.20,3138,1543900.00,10181,2795,09:26:17
556,002948.SZ,5.56,5.56,0.00,3128,1739200.00,2659,13068,09:26:17
557,300274.SZ,154.71,155.49,-0.50,3123,48315900.00,37,92,09:26:17
558,000886.SZ,6.73,6.75,-0.30,3112,2094400.00,2132,1081,09:26:17
559,002259.SZ,5.78,5.75,0.52,3104,1794100.00,5756,317,09:26:17
560,600022.SH,1.62,1.62,0.00,3100,502200.00,233673,329781,09:26:16
561,002250.SZ,18.3,18.07,1.27,3100,5673000.00,741,203,09:26:17
562,601678.SH,5.36,5.42,-1.11,3087,1654600.00,5123,866,09:26:16
563,601992.SH,2.09,2.1,-0.48,3086,645000.00,46909,51436,09:26:16
564,601009.SH,11.4,11.33,0.62,3067,3496400.00,432,3661,09:26:17
565,002179.SZ,34.37,34.57,-0.58,3066,10539100.00,492,37,09:26:17
566,002623.SZ,31.5,31.3,0.64,3055,9623300.00,1949,131,09:26:17
567,300346.SZ,54.25,55.31,-1.92,3047,16528900.00,60,71,09:26:17
568,603799.SH,70.10000000000001,69.56,0.78,3045,21345500.00,248,48,09:26:16
569,000768.SZ,29.89,30.03,-0.47,3041,9089500.00,636,353,09:26:17
570,601658.SH,5.21,5.2,0.19,3037,1582300.00,90443,87684,09:26:16
571,002759.SZ,41.49,41.06,1.05,3036,12596400.00,52,1190,09:26:17
572,600576.SH,6.96,6.99,-0.43,3020,2101900.00,681,1026,09:26:16
573,600406.SH,25.74,25.75,-0.04,3014,7758000.00,79,2183,09:26:16
574,688292.SH,30.6,29.66,3.17,3008,9205000.00,99,37,09:26:17
575,603729.SH,23.76,21.6,10.00,3006,7142300.00,83267,0,09:26:16
576,300781.SZ,49.01,50.09,-2.16,2993,14667400.00,182,42,09:26:17
577,601208.SH,27.45,27.24,0.77,2981,8182800.00,503,944,09:26:16
578,600452.SH,12.1,12.15,-0.41,2970,3593700.00,902,1647,09:26:16
579,300931.SZ,13.52,13.15,2.81,2970,4015400.00,954,62,09:26:17
580,600100.SH,9.370000000000001,9.41,-0.43,2958,2771600.00,1014,507,09:26:16
581,000878.SZ,22.55,22.62,-0.31,2956,6665800.00,1539,350,09:26:17
582,601011.SH,3.58,3.59,-0.28,2954,1057500.00,3788,3631,09:26:17
583,002174.SZ,11.87,11.88,-0.08,2945,3495700.00,380,2419,09:26:17
584,601226.SH,10.56,10.72,-1.49,2942,3106800.00,506,2667,09:26:17
585,601186.SH,7.24,7.23,0.14,2940,2128600.00,21103,19866,09:26:16
586,601116.SH,17.11,17.3,-1.10,2938,5026900.00,669,640,09:26:16
587,002419.SZ,5.83,5.84,-0.17,2934,1710500.00,810,905,09:26:17
588,600133.SH,10.14,10.14,0.00,2932,2973000.00,761,815,09:26:16
589,603698.SH,37.8,37.95,-0.40,2927,11064100.00,910,129,09:26:17
590,000523.SZ,4.01,4.02,-0.25,2918,1170100.00,3182,2335,09:26:17
591,601619.SH,5.65,5.68,-0.53,2915,1647000.00,3321,2074,09:26:16
592,603867.SH,31.71,32.38,-2.07,2912,9234000.00,756,55,09:26:16
593,000510.SZ,15.05,14.98,0.47,2909,4378000.00,163,281,09:26:17
594,300982.SZ,24,24.41,-1.68,2899,6957600.00,262,153,09:26:17
595,002173.SZ,28.94,28.97,-0.10,2888,8357900.00,990,425,09:26:17
596,000823.SZ,14.82,14.81,0.07,2884,4274100.00,821,283,09:26:17
597,002531.SZ,9.31,9.15,1.75,2882,2683100.00,1925,468,09:26:17
598,300209.SZ,8.22,8.29,-0.84,2878,2365700.00,781,352,09:26:17
599,601117.SH,8.38,8.37,0.12,2877,2410900.00,6046,3207,09:26:16
600,300925.SZ,22.06,22.25,-0.85,2874,6340000.00,144,100,09:26:17
601,301256.SZ,16.52,16.83,-1.84,2871,4742900.00,562,352,09:26:17
602,002496.SZ,1.8,1.8,0.00,2867,516100.00,29861,25989,09:26:17
603,600987.SH,8.26,8.23,0.36,2867,2368100.00,527,1518,09:26:17
604,603806.SH,19.02,19.23,-1.09,2852,5424500.00,1018,33,09:26:16
605,002512.SZ,6.03,6.03,0.00,2849,1717900.00,2596,1530,09:26:17
606,603366.SH,10.15,10.08,0.69,2840,2882600.00,457,3658,09:26:16
607,600869.SH,12.43,12.54,-0.88,2838,3527600.00,405,51,09:26:16
608,002270.SZ,32.55,31.59,3.04,2836,9231200.00,507,152,09:26:17
609,000709.SZ,2.46,2.46,0.00,2830,696200.00,118182,215877,09:26:17
610,002384.SZ,76.5,77.03,-0.69,2829,21643600.00,447,47,09:26:17
611,300254.SZ,11.85,12,-1.25,2824,3346400.00,1051,460,09:26:17
612,002194.SZ,13,13.15,-1.14,2820,3666000.00,581,783,09:26:17
613,601766.SH,6.41,6.41,0.00,2818,1806300.00,23369,14394,09:26:17
614,300232.SZ,7.91,7.91,0.00,2798,2213200.00,310,1624,09:26:17
615,601111.SH,9.02,9.04,-0.22,2797,2522900.00,3210,1791,09:26:16
616,600166.SH,3.13,3.14,-0.32,2792,873900.00,45951,23439,09:26:16
617,600704.SH,5.69,5.7,-0.18,2775,1579000.00,16245,8652,09:26:17
618,600027.SH,4.88,4.88,0.00,2772,1352700.00,47057,52663,09:26:17
619,002514.SZ,5.69,5.68,0.18,2768,1575000.00,740,307,09:26:17
620,002355.SZ,7.28,7.27,0.14,2745,1998400.00,8038,258,09:26:17
621,600163.SH,5.97,5.94,0.51,2744,1638200.00,877,864,09:26:17
622,002163.SZ,16.1,16.29,-1.17,2742,4414600.00,389,51,09:26:17
623,002644.SZ,9.42,9.43,-0.11,2740,2581100.00,722,162,09:26:17
624,605060.SH,58.3,58.03,0.47,2727,15898400.00,61,42,09:26:16
625,002793.SZ,5.19,5.2,-0.19,2724,1413800.00,1428,371,09:26:17
626,000672.SZ,14.74,14.56,1.24,2719,4007800.00,452,335,09:26:17
627,002941.SZ,16.09,16.3,-1.29,2716,4370000.00,923,932,09:26:17
628,300502.SZ,390.1,393.11,-0.77,2714,105867700.00,142,83,09:26:17
629,000793.SZ,2.7,2.69,0.37,2713,732500.00,10440,11354,09:26:17
630,600518.SH,1.93,1.93,0.00,2711,523200.00,759043,633787,09:26:17
631,601858.SH,21.83,22.07,-1.09,2711,5918100.00,873,205,09:26:16
632,600515.SH,4.55,4.56,-0.22,2692,1224900.00,15356,10740,09:26:17
633,002757.SZ,22.59,22.29,1.35,2692,6081200.00,88,145,09:26:17
634,002157.SZ,3.17,3.16,0.32,2676,848300.00,50204,57710,09:26:17
635,600084.SH,7.16,7.07,1.27,2674,1914600.00,158,1684,09:26:17
636,000796.SZ,6.44,6.44,0.00,2659,1712400.00,336,4401,09:26:17
637,300770.SZ,48.96,49.76,-1.61,2651,12979300.00,51,28,09:26:17
638,600841.SH,10.84,10.99,-1.36,2651,2873700.00,226,26,09:26:17
639,000157.SZ,9.68,9.68,0.00,2650,2565200.00,622,883,09:26:17
640,000518.SZ,2.57,2.6,-1.15,2641,678700.00,8335,4126,09:26:17
641,300606.SZ,35.48,35.36,0.34,2638,9359600.00,203,21,09:26:17
642,002141.SZ,4,4,0.00,2633,1053200.00,1780,2884,09:26:17
643,600893.SH,50,50.37,-0.73,2633,13165000.00,205,500,09:26:16
644,600372.SH,15.6,15.6,0.00,2631,4104400.00,320,1379,09:26:16
645,002446.SZ,11.47,11.42,0.44,2624,3009700.00,485,2300,09:26:17
646,002526.SZ,3.86,3.85,0.26,2620,1011300.00,7454,10593,09:26:17
647,000425.SZ,11.98,11.95,0.25,2606,3122000.00,1049,415,09:26:17
648,002548.SZ,6.9,6.9,0.00,2606,1798100.00,1004,309,09:26:17
649,000960.SZ,36.6,36.26,0.94,2603,9527000.00,67,175,09:26:17
650,301091.SZ,26.37,25.85,2.01,2601,6858800.00,778,463,09:26:17
651,688110.SH,132.49,134.7,-1.64,2599,34427500.00,33,799,09:26:17
652,300034.SZ,20.48,20.64,-0.78,2595,5313600.00,55,169,09:26:17
653,300394.SZ,286.8,287.87,-0.37,2583,74093600.00,238,18,09:26:17
654,300450.SZ,57,57.53,-0.92,2575,14677500.00,28,793,09:26:17
655,688008.SH,174.9,177.5,-1.46,2572,44977300.00,35,230,09:26:16
656,002528.SZ,2.58,2.59,-0.39,2565,661800.00,3924,474,09:26:17
657,600408.SH,3.82,3.82,0.00,2559,977500.00,913,6669,09:26:16
658,603162.SH,14.47,14.48,-0.07,2549,3688400.00,73,795,09:26:16
659,601198.SH,14.3,14.33,-0.21,2541,3633600.00,2091,313,09:26:16
660,000488.SZ,2.17,2.17,0.00,2538,550700.00,24949,33100,09:26:17
661,301551.SZ,39.1,40.43,-3.29,2533,9904000.00,505,100,09:26:17
662,600376.SH,5.57,5.61,-0.71,2530,1409200.00,3958,638,09:26:16
663,300758.SZ,17.7,17.58,0.68,2527,4472800.00,253,98,09:26:17
664,600728.SH,6.87,6.87,0.00,2519,1730600.00,1889,1449,09:26:17
665,600602.SH,21.1,21.3,-0.94,2509,5294000.00,147,172,09:26:16
666,600467.SH,2.71,2.72,-0.37,2508,679700.00,47327,31866,09:26:16
667,601229.SH,10.05,10.07,-0.20,2497,2509500.00,1794,755,09:26:16
668,600816.SH,2.86,2.84,0.70,2496,713900.00,42054,62383,09:26:16
669,300342.SZ,48.42,48.33,0.19,2492,12066300.00,1339,145,09:26:17
670,002482.SZ,1.82,1.82,0.00,2487,452600.00,108299,42260,09:26:17
671,600103.SH,3.78,3.8,-0.53,2484,939000.00,11552,5732,09:26:17
672,600588.SH,14.72,14.79,-0.47,2482,3653500.00,404,1375,09:26:17
673,601860.SH,2.82,2.82,0.00,2479,699100.00,97257,78647,09:26:16
674,300640.SZ,8.19,8.28,-1.09,2478,2029500.00,879,346,09:26:17
675,603019.SH,91.26,91.2,0.07,2464,22486500.00,227,690,09:26:16
676,000816.SZ,3.61,3.61,0.00,2463,889100.00,4725,5235,09:26:17
