date,code,name,rank,rank_change,sector,holder_count,holder_count_change,holding_amount,amount_change
2026-02-11,301468.SZ,博盈特焊,115,44,核聚变,3,0,272.74,29.6
2025-11-17,001330.SZ,博纳影业,7,-3,文化传媒,26,-13,807.31,179.15
2025-11-18,001330.SZ,博纳影业,7,-3,文化传媒,26,-13,807.31,179.15
2026-02-04,001330.SZ,博纳影业,92,新进,文化传媒,4,4,43.18,43.18
2026-02-06,001330.SZ,博纳影业,89,161,文化传媒,4,2,54.74,48.39
2026-02-07,001330.SZ,博纳影业,7,-3,文化传媒,26,-13,807.31,179.15
2026-02-08,001330.SZ,博纳影业,7,-3,文化传媒,26,-13,807.31,179.15
2026-02-09,001330.SZ,博纳影业,32,73,文化传媒,12,8,216.58,161.84
2026-02-10,001330.SZ,博纳影业,17,11,文化传媒,16,4,418.09,201.51
2026-02-11,001330.SZ,博纳影业,4,13,文化传媒,50,34,1009.95,591.86
2026-02-12,001330.SZ,博纳影业,4,0,文化传媒,39,-11,628.16,-381.79
2026-02-13,001330.SZ,博纳影业,7,-3,文化传媒,26,-13,807.31,179.15
2026-02-04,300471.SZ,厚普股份,74,新进,氢能源/基础建设,5,5,66.08,66.08
2026-02-05,600778.SH,友好集团,44,484,零售,7,6,83.98,-24.83
2026-02-04,300444.SZ,双杰电气,59,新进,电气设备,6,6,175.63,175.63
2026-02-06,300444.SZ,双杰电气,58,149,电气设备,6,4,19.87,12.46
2026-02-04,600481.SH,双良节能,39,新进,光伏/算力基建,11,11,57.11,57.11
2026-02-05,600481.SH,双良节能,27,11,光伏/算力基建,12,1,37.6,-19.51
2026-02-06,600481.SH,双良节能,74,-48,光伏/算力基建,5,-7,18.38,-19.22
2025-11-17,002208.SZ,合肥城建,93,10,房地产/金融概念,4,0,5.76,-7.32
2025-11-18,002208.SZ,合肥城建,95,3,房地产/金融概念,4,0,5.76,-7.32
2026-02-05,002208.SZ,合肥城建,111,60,房地产/金融概念,4,1,31.11,1.48
2026-02-07,002208.SZ,合肥城建,93,10,房地产/金融概念,4,0,5.76,-7.32
2026-02-08,002208.SZ,合肥城建,95,3,房地产/金融概念,4,0,5.76,-7.32
2026-02-12,002208.SZ,合肥城建,94,111,房地产/金融概念,4,2,13.08,-1.5
2026-02-13,002208.SZ,合肥城建,95,3,房地产/金融概念,4,0,5.76,-7.32
2025-11-17,603980.SH,吉华集团,106,18,化工,3,0,30.34,16.17
2025-11-18,603980.SH,吉华集团,119,-6,化工,3,0,30.34,16.17
2026-02-11,603980.SH,吉华集团,44,207,化工,7,5,46.91,23.84
2026-02-13,603980.SH,吉华集团,119,-6,化工,3,0,30.34,16.17
2026-02-05,002830.SZ,名雕股份,42,112,房地产,8,5,27.85,-12.7
2026-02-06,002830.SZ,名雕股份,64,-25,房地产,6,-2,8.59,-19.26
2026-02-05,301172.SZ,君逸数码,112,新进,基础建设/AI应用,4,4,12.63,12.63
2025-11-17,002969.SZ,嘉美包装,100,-49,海峡两岸/包装,4,-3,22.53,-22.88
2025-11-18,002969.SZ,嘉美包装,90,-43,海峡两岸/包装,4,-3,22.53,-22.88
2026-02-04,002969.SZ,嘉美包装,94,新进,海峡两岸/包装,4,4,94.49,94.49
2026-02-05,002969.SZ,嘉美包装,82,12,海峡两岸/包装,5,1,103.18,8.69
2026-02-06,002969.SZ,嘉美包装,37,31,海峡两岸/包装,9,4,68.35,-34.83
2026-02-07,002969.SZ,嘉美包装,100,-49,海峡两岸/包装,4,-3,22.53,-22.88
2026-02-08,002969.SZ,嘉美包装,90,-43,海峡两岸/包装,4,-3,22.53,-22.88
2026-02-09,002969.SZ,嘉美包装,40,-3,海峡两岸/包装,9,0,128.85,60.5
2026-02-10,002969.SZ,嘉美包装,72,-25,海峡两岸/包装,6,-3,37.41,-91.44
2026-02-11,002969.SZ,嘉美包装,47,25,海峡两岸/包装,7,1,145.86,108.45
2026-02-12,002969.SZ,嘉美包装,46,1,海峡两岸/包装,7,0,45.41,-100.45
2026-02-13,002969.SZ,嘉美包装,90,-43,海峡两岸/包装,4,-3,22.53,-22.88
2026-02-04,300781.SZ,因赛集团,114,新进,AI应用,4,4,18.56,18.56
2025-11-17,300188.SZ,国投智能,44,新进,网络安全/AI 应用/国产软件,8,8,364.05,364.05
2025-11-18,300188.SZ,国投智能,47,新进,网络安全/AI 应用/国产软件,8,8,364.05,364.05
2025-11-17,603778.SH,国晟科技,83,-29,固态电池/光伏,5,-2,332.0,299.72
2025-11-18,603778.SH,国晟科技,78,-28,固态电池/光伏,5,-2,332.0,299.72
2026-02-04,603778.SH,国晟科技,37,新进,固态电池/光伏,11,11,626.63,626.63
2026-02-05,603778.SH,国晟科技,28,13,固态电池/光伏,11,0,547.01,-79.62
2026-02-06,603778.SH,国晟科技,39,-11,固态电池/光伏,8,-3,485.3,-61.71
2026-02-07,603778.SH,国晟科技,83,-29,固态电池/光伏,5,-2,332.0,299.72
2026-02-08,603778.SH,国晟科技,78,-28,固态电池/光伏,5,-2,332.0,299.72
2026-02-09,603778.SH,国晟科技,29,11,固态电池/光伏,12,4,730.05,244.75
2026-02-10,603778.SH,国晟科技,63,-36,固态电池/光伏,7,-5,576.29,-153.76
2026-02-11,603778.SH,国晟科技,40,23,固态电池/光伏,9,2,505.03,-71.26
2026-02-12,603778.SH,国晟科技,51,-11,固态电池/光伏,7,-2,32.28,-472.75
2026-02-13,603778.SH,国晟科技,78,-28,固态电池/光伏,5,-2,332.0,299.72
2025-11-17,301526.SZ,国际复材,97,-47,PCB,4,-3,75.83,-0.79
2025-11-18,301526.SZ,国际复材,86,-30,PCB,4,-3,75.83,-0.79
2026-02-04,301526.SZ,国际复材,72,新进,PCB,5,5,359.18,359.18
2026-02-07,301526.SZ,国际复材,97,-47,PCB,4,-3,75.83,-0.79
2026-02-08,301526.SZ,国际复材,86,-30,PCB,4,-3,75.83,-0.79
2026-02-11,301526.SZ,国际复材,98,新进,PCB,4,4,16.52,16.52
2026-02-12,301526.SZ,国际复材,53,45,PCB,7,3,76.62,60.1
2026-02-13,301526.SZ,国际复材,86,-30,PCB,4,-3,75.83,-0.79
2025-11-17,000859.SZ,国风新材,40,151,光刻胶/化工,9,7,367.13,365.71
2025-11-18,000859.SZ,国风新材,39,126,光刻胶/化工,9,7,367.13,365.71
2026-02-10,000859.SZ,国风新材,91,254,光刻胶/化工,5,4,21.93,21.72
2026-02-13,000859.SZ,国风新材,39,126,光刻胶/化工,9,7,367.13,365.71
2025-11-17,600589.SH,大位科技,1,31,算力基建,76,66,1065.99,368.54
2025-11-18,600589.SH,大位科技,1,31,算力基建,76,66,1065.99,368.54
2026-02-04,600589.SH,大位科技,81,新进,算力基建,5,5,42.59,42.59
2026-02-07,600589.SH,大位科技,1,31,算力基建,76,66,1065.99,368.54
2026-02-08,600589.SH,大位科技,1,31,算力基建,76,66,1065.99,368.54
2026-02-09,600589.SH,大位科技,78,431,算力基建,6,5,169.99,143.12
2026-02-10,600589.SH,大位科技,75,6,算力基建,6,0,215.04,45.05
2026-02-11,600589.SH,大位科技,37,38,算力基建,9,3,515.72,300.68
2026-02-12,600589.SH,大位科技,32,5,算力基建,10,1,697.45,181.73
2026-02-13,600589.SH,大位科技,1,31,算力基建,76,66,1065.99,368.54
2026-02-04,002995.SZ,天地在线,40,新进,AI应用/文化传媒,11,11,263.34,263.34
2026-02-05,002995.SZ,天地在线,32,7,AI应用/文化传媒,10,-1,257.44,-5.9
2026-02-06,002995.SZ,天地在线,18,15,AI应用/文化传媒,17,7,232.51,-24.93
2026-02-09,002995.SZ,天地在线,23,-7,AI应用/文化传媒,13,-4,256.7,24.19
2026-02-10,002995.SZ,天地在线,92,-68,AI应用/文化传媒,5,-8,137.7,-119.0
2025-11-17,002009.SZ,天奇股份,29,42,机器人/锂电池,11,6,111.04,71.19
2025-11-18,002009.SZ,天奇股份,30,38,机器人/锂电池,11,6,111.04,71.19
2026-02-04,002009.SZ,天奇股份,30,新进,机器人/锂电池,13,13,95.73,95.73
2026-02-05,002009.SZ,天奇股份,109,-78,机器人/锂电池,4,-9,24.19,-71.54
2026-02-06,002009.SZ,天奇股份,46,48,机器人/锂电池,7,3,564.23,540.04
2026-02-07,002009.SZ,天奇股份,29,42,机器人/锂电池,11,6,111.04,71.19
2026-02-08,002009.SZ,天奇股份,30,38,机器人/锂电池,11,6,111.04,71.19
2026-02-09,002009.SZ,天奇股份,97,-47,机器人/锂电池,5,-2,51.54,-512.69
2026-02-10,002009.SZ,天奇股份,31,65,机器人/锂电池,12,7,91.98,40.44
2026-02-11,002009.SZ,天奇股份,81,-50,机器人/锂电池,4,-8,17.05,-74.93
2026-02-12,002009.SZ,天奇股份,83,-2,机器人/锂电池,5,1,39.85,22.8
2026-02-13,002009.SZ,天奇股份,30,38,机器人/锂电池,11,6,111.04,71.19
2026-02-05,002238.SZ,天威视讯,115,新进,文化传媒/算力基建,3,3,122.3,122.3
2025-11-17,300394.SZ,天孚通信,36,0,光模块/通信,9,0,370.79,44.09
2025-11-18,300394.SZ,天孚通信,36,2,光模块/通信,9,0,370.79,44.09
2026-02-05,300394.SZ,天孚通信,86,63,光模块/通信,5,2,244.34,103.0
2026-02-06,300394.SZ,天孚通信,76,-5,光模块/通信,5,0,356.7,112.36
2026-02-07,300394.SZ,天孚通信,36,0,光模块/通信,9,0,370.79,44.09
2026-02-08,300394.SZ,天孚通信,36,2,光模块/通信,9,0,370.79,44.09
2026-02-09,300394.SZ,天孚通信,53,19,光模块/通信,8,3,175.77,-180.93
2026-02-10,300394.SZ,天孚通信,38,18,光模块/通信,10,2,207.28,31.51
2026-02-11,300394.SZ,天孚通信,35,3,光模块/通信,9,-1,207.74,0.46
2026-02-12,300394.SZ,天孚通信,37,-2,光模块/通信,9,0,326.7,118.96
2026-02-13,300394.SZ,天孚通信,36,2,光模块/通信,9,0,370.79,44.09
2025-11-17,002510.SZ,天汽模,119,新进,汽车零部件/商业航天,3,3,22.53,22.53
2025-11-19,002510.SZ,天汽模,119,新进,汽车零部件/商业航天,3,3,22.53,22.53
2026-02-04,600330.SH,天通股份,16,新进,商业航天/光伏,21,21,261.57,261.57
2026-02-05,600330.SH,天通股份,73,-56,商业航天/光伏,5,-16,14.56,-247.01
2026-02-06,600330.SH,天通股份,53,26,商业航天/光伏,7,2,37.82,23.26
2026-02-09,600330.SH,天通股份,79,-26,商业航天/光伏,6,-1,168.12,130.3
2026-02-10,600330.SH,天通股份,86,-4,商业航天/光伏,5,-1,27.84,-140.28
2025-11-17,300342.SZ,天银机电,53,-10,商业航天/军工,7,-1,93.48,-4.56
2025-11-18,300342.SZ,天银机电,56,-17,商业航天/军工,7,-1,93.48,-4.56
2026-02-04,300342.SZ,天银机电,23,新进,商业航天/军工,16,16,143.66,143.66
2026-02-05,300342.SZ,天银机电,15,8,商业航天/军工,16,0,147.75,4.09
2026-02-06,300342.SZ,天银机电,20,-5,商业航天/军工,15,-1,127.27,-20.48
2026-02-07,300342.SZ,天银机电,53,-10,商业航天/军工,7,-1,93.48,-4.56
2026-02-08,300342.SZ,天银机电,56,-17,商业航天/军工,7,-1,93.48,-4.56
2026-02-09,300342.SZ,天银机电,19,1,商业航天/军工,14,-1,178.02,50.75
2026-02-10,300342.SZ,天银机电,34,-14,商业航天/军工,11,-3,138.5,-39.52
2026-02-11,300342.SZ,天银机电,36,-2,商业航天/军工,9,-2,121.28,-17.22
2026-02-12,300342.SZ,天银机电,45,-9,商业航天/军工,8,-1,98.04,-23.24
2026-02-13,300342.SZ,天银机电,56,-17,商业航天/军工,7,-1,93.48,-4.56
2026-02-11,002759.SZ,天际股份,53,593,锂电池/固态电池,6,5,7.92,6.28
2026-02-12,002759.SZ,天际股份,85,-32,锂电池/固态电池,4,-2,4.36,-3.56
2026-02-04,300063.SZ,天龙集团,51,新进,AI应用/文化传媒,8,8,80.01,80.01
2026-02-05,300063.SZ,天龙集团,71,-19,AI应用/文化传媒,5,-3,47.03,-32.98
2026-02-06,300063.SZ,天龙集团,66,14,AI应用/文化传媒,6,1,74.52,27.49
2026-02-09,300063.SZ,天龙集团,36,31,AI应用/文化传媒,11,5,105.61,31.09
2026-02-10,300063.SZ,天龙集团,66,-29,AI应用/文化传媒,6,-5,70.25,-35.36
2026-02-04,600667.SH,太极实业,95,新进,芯片/存储芯片,4,4,29.25,29.25
2026-02-10,300570.SZ,太辰光,83,104,光模块/通信,5,3,38.49,20.59
2026-02-11,300738.SZ,奥飞数据,107,344,算力基建/光模块,4,3,24.27,23.05
2026-02-12,300738.SZ,奥飞数据,75,32,算力基建/光模块,5,1,54.52,30.25
2026-02-04,300750.SZ,宁德时代,86,新进,锂电池/储能,5,5,164.26,164.26
2026-02-06,300750.SZ,宁德时代,79,184,锂电池/储能,5,3,284.21,258.8
2025-11-17,002235.SZ,安妮股份,62,198,海峡两岸/文化传媒,6,4,14.32,5.07
2025-11-18,002235.SZ,安妮股份,70,165,海峡两岸/文化传媒,6,4,14.32,5.07
2026-02-09,300067.SZ,安诺其,100,新进,化工/算力基建,4,4,133.13,133.13
2025-11-17,002624.SZ,完美世界,71,-16,文化传媒/AI 应用,6,-1,30.41,-22.83
2025-11-18,002624.SZ,完美世界,73,-22,文化传媒/AI 应用,6,-1,30.41,-22.83
2026-02-09,002624.SZ,完美世界,64,588,文化传媒/AI 应用,7,6,1005.45,199.17
2026-02-10,002624.SZ,完美世界,4,60,文化传媒/AI 应用,38,31,297.97,-707.48
2026-02-11,002624.SZ,完美世界,18,-14,文化传媒/AI 应用,13,-25,70.05,-227.92
2026-02-12,002624.SZ,完美世界,52,-34,文化传媒/AI 应用,7,-6,53.24,-16.81
2026-02-13,002624.SZ,完美世界,73,-22,文化传媒/AI 应用,6,-1,30.41,-22.83
2025-11-17,603256.SH,宏和科技,114,-83,新材料/算力基建,3,-7,20.05,-147.76
2025-11-19,603256.SH,宏和科技,114,-83,新材料/算力基建,3,-7,20.05,-147.76
2026-02-05,603256.SH,宏和科技,91,43,新材料/算力基建,4,1,108.49,80.2
2026-02-07,603256.SH,宏和科技,114,-83,新材料/算力基建,3,-7,20.05,-147.76
2026-02-10,603256.SH,宏和科技,65,新进,新材料/算力基建,6,6,58.74,58.74
2026-02-11,603256.SH,宏和科技,49,16,新材料/算力基建,7,1,89.93,31.19
2026-02-12,603256.SH,宏和科技,31,18,新材料/算力基建,10,3,167.81,77.88
2025-11-17,301396.SZ,宏景科技,66,0,算力基建,6,0,266.99,87.77
2025-11-18,301396.SZ,宏景科技,61,1,算力基建,6,0,266.99,87.77
2026-02-06,301396.SZ,宏景科技,107,104,算力基建,4,2,90.07,69.98
2026-02-07,301396.SZ,宏景科技,66,0,算力基建,6,0,266.99,87.77
2026-02-08,301396.SZ,宏景科技,61,1,算力基建,6,0,266.99,87.77
2026-02-12,301396.SZ,宏景科技,58,169,算力基建,6,4,179.22,131.99
2026-02-13,301396.SZ,宏景科技,61,1,算力基建,6,0,266.99,87.77
2026-02-05,300612.SZ,宣亚国际,55,358,AI应用,6,5,136.5,116.62
2026-02-11,002723.SZ,小崧股份,72,新进,,5,5,17.09,17.09
2026-02-12,002723.SZ,小崧股份,64,8,,6,1,14.95,-2.14
2026-02-12,605006.SH,山东玻纤,80,新进,,5,5,15.2,15.2
2026-02-04,000981.SZ,山子高科,50,新进,智能驾驶/汽车零部件,8,8,53.57,53.57
2025-11-17,002195.SZ,岩山科技,81,31,AI应用/智能驾驶/脑机接口,5,2,7.55,3.89
2025-11-18,002195.SZ,岩山科技,75,75,AI应用/智能驾驶/脑机接口,5,2,7.55,3.89
2026-02-04,002195.SZ,岩山科技,58,新进,AI应用/智能驾驶/脑机接口,6,6,165.99,165.99
2026-02-05,002195.SZ,岩山科技,53,13,AI应用/智能驾驶/脑机接口,6,0,168.92,2.93
2026-02-07,002195.SZ,岩山科技,81,31,AI应用/智能驾驶/脑机接口,5,2,7.55,3.89
2026-02-08,002195.SZ,岩山科技,75,75,AI应用/智能驾驶/脑机接口,5,2,7.55,3.89
2026-02-10,002195.SZ,岩山科技,117,-18,AI应用/智能驾驶/脑机接口,4,0,4.41,0.66
2026-02-11,002195.SZ,岩山科技,85,32,AI应用/智能驾驶/脑机接口,4,0,3.99,-0.42
2026-02-12,002195.SZ,岩山科技,118,-33,AI应用/智能驾驶/脑机接口,3,-1,3.66,-0.33
2026-02-13,002195.SZ,岩山科技,75,75,AI应用/智能驾驶/脑机接口,5,2,7.55,3.89
2026-02-10,300987.SZ,川网传媒,109,418,AI应用/文化传媒,4,3,61.08,59.77
2025-11-17,002342.SZ,巨力索具,15,-1,军工/商业航天,16,-3,46.3,-28.79
2025-11-18,002342.SZ,巨力索具,15,-1,军工/商业航天,16,-3,46.3,-28.79
2026-02-04,002342.SZ,巨力索具,7,新进,军工/商业航天,31,31,472.3,472.3
2026-02-05,002342.SZ,巨力索具,6,1,军工/商业航天,35,4,874.35,402.05
2026-02-06,002342.SZ,巨力索具,1,5,军工/商业航天,67,32,1748.36,874.01
2026-02-07,002342.SZ,巨力索具,15,-1,军工/商业航天,16,-3,46.3,-28.79
2026-02-08,002342.SZ,巨力索具,15,-1,军工/商业航天,16,-3,46.3,-28.79
2026-02-09,002342.SZ,巨力索具,4,-3,军工/商业航天,44,-23,515.1,-1233.26
2026-02-10,002342.SZ,巨力索具,6,-1,军工/商业航天,34,-10,402.16,-112.94
2026-02-11,002342.SZ,巨力索具,9,-3,军工/商业航天,30,-4,161.64,-240.52
2026-02-12,002342.SZ,巨力索具,14,-5,军工/商业航天,19,-11,75.09,-86.55
2026-02-13,002342.SZ,巨力索具,15,-1,军工/商业航天,16,-3,46.3,-28.79
2025-11-17,000592.SZ,平潭发展,43,85,海峡两岸/农林牧渔,8,5,87.14,78.98
2025-11-18,000592.SZ,平潭发展,45,74,海峡两岸/农林牧渔,8,5,87.14,78.98
2026-02-04,000592.SZ,平潭发展,41,新进,海峡两岸/农林牧渔,11,11,140.5,140.5
2026-02-05,000592.SZ,平潭发展,26,14,海峡两岸/农林牧渔,12,1,625.81,485.31
2026-02-06,000592.SZ,平潭发展,38,-13,海峡两岸/农林牧渔,9,-3,476.53,-149.28
2026-02-07,000592.SZ,平潭发展,43,85,海峡两岸/农林牧渔,8,5,87.14,78.98
2026-02-08,000592.SZ,平潭发展,45,74,海峡两岸/农林牧渔,8,5,87.14,78.98
2026-02-09,000592.SZ,平潭发展,25,13,海峡两岸/农林牧渔,12,3,121.69,-354.84
2026-02-10,000592.SZ,平潭发展,97,-66,海峡两岸/农林牧渔,5,-7,19.21,-102.48
